None,ticker,dimension,calendardate,datekey,reportperiod,lastupdated,accoci,assets,assetsavg,assetsc,assetsnc,assetturnover,bvps,capex,cashneq,cashnequsd,cor,consolinc,currentratio,de,debt,debtc,debtnc,debtusd,deferredrev,depamor,deposits,divyield,dps,ebit,ebitda,ebitdamargin,ebitdausd,ebitusd,ebt,eps,epsdil,epsusd,equity,equityavg,equityusd,ev,evebit,evebitda,fcf,fcfps,fxusd,gp,grossmargin,intangibles,intexp,invcap,invcapavg,inventory,investments,investmentsc,investmentsnc,liabilities,liabilitiesc,liabilitiesnc,marketcap,ncf,ncfbus,ncfcommon,ncfdebt,ncfdiv,ncff,ncfi,ncfinv,ncfo,ncfx,netinc,netinccmn,netinccmnusd,netincdis,netincnci,netmargin,opex,opinc,payables,payoutratio,pb,pe,pe1,ppnenet,prefdivis,price,ps,ps1,receivables,retearn,revenue,revenueusd,rnd,roa,roe,roic,ros,sbcomp,sgna,sharefactor,sharesbas,shareswa,shareswadil,sps,tangibles,taxassets,taxexp,taxliabilities,tbvps,workingcapital
182,LUV,MRY,2017-12-31,2017-12-31,2017-12-31,2020-02-05,12000000,25110000000,24260750000.0,4815000000,20295000000,0.872,16.042,-2123000000,1495000000,1495000000,6369000000,3357000000,0.702,1.605,3668000000,348000000,3320000000,3668000000,0,1218000000,0,0.007,0.475,3379000000,4597000000,0.217,4597000000,3379000000,3265000000,5.58,5.57,5.58,9641000000,8793750000.0,9641000000,40456222347,12,8.801,1806000000,3.005,1.0,14777000000,0.699,970000000,114000000,19450000000,17836250000.0,420000000,1778000000,1778000000,0,15469000000,6863000000,8606000000,38837222347,-185000000,0,-1571000000,8000000,-274000000,-1706000000,-2408000000,-159000000,3929000000,0,3357000000,3357000000,3357000000,0,0,0.159,11370000000,3407000000,1320000000,0.085,4.028,11.569,11.729,18539000000,0,65.45,1.837,1.86,662000000,13832000000,21146000000,21146000000,0,0.138,0.382,0.189,0.16,0,7305000000,1.0,593387660,601000000,603000000.0,35.185,24140000000,0,-92000000,2119000000,40.166,-2048000000
183,LUV,MRY,2016-12-31,2016-12-31,2016-12-31,2020-02-05,-323000000,23286000000,22754750000.0,4498000000,18788000000,0.892,13.463,-2038000000,1680000000,1680000000,6057000000,2183000000,0.657,1.759,3387000000,566000000,2821000000,3387000000,0,1221000000,0,0.008,0.375,3572000000,4793000000,0.236,4793000000,3572000000,3450000000,3.48,3.45,3.48,8441000000,7951250000.0,8441000000,32010391262,9,6.679,2255000000,3.596,1.0,14232000000,0.701,970000000,122000000,17179000000,15415750000.0,337000000,1625000000,1625000000,0,14845000000,6844000000,8001000000,30681391262,97000000,0,-1721000000,-76000000,-222000000,-1924000000,-2272000000,-125000000,4293000000,0,2183000000,2185000000,2185000000,0,0,0.108,10710000000,3522000000,1178000000,0.108,3.635,14.042,14.322,17044000000,-2000000,49.84,1.512,1.54,546000000,11418000000,20289000000,20289000000,0,0.096,0.275,0.232,0.176,0,6786000000,1.0,615597738,627000000,633000000.0,32.359,22316000000,0,1267000000,3374000000,35.592,-2346000000
184,LUV,MRY,2015-12-31,2015-12-31,2015-12-31,2020-02-05,-1051000000,21312000000,21177250000.0,4024000000,17288000000,0.936,11.314,-2041000000,1583000000,1583000000,6025000000,2181000000,0.543,1.896,3178000000,637000000,2541000000,3178000000,0,1015000000,0,0.007,0.285,3600000000,4615000000,0.233,4615000000,3600000000,3479000000,3.3,3.27,3.3,7358000000,7096500000.0,7358000000,28932290951,8,6.269,1197000000,1.841,1.0,13795000000,0.696,970000000,121000000,14531000000,14165000000.0,311000000,1468000000,1468000000,0,13954000000,7406000000,6548000000,28004290951,301000000,0,-1134000000,287000000,-180000000,-1024000000,-1913000000,237000000,3238000000,0,2181000000,2181000000,2181000000,0,0,0.11,9679000000,4116000000,1188000000,0.086,3.806,12.84,13.048,15601000000,0,43.06,1.413,1.413,474000000,9409000000,19820000000,19820000000,0,0.103,0.307,0.254,0.182,0,6383000000,1.0,650355108,650355108,,30.476,20342000000,0,1298000000,2490000000,31.278,-3382000000
185,LUV,MRT,2019-12-31,2019-12-31,2019-12-31,2020-02-05,-61000000,25895000000,26298750000.0,5974000000,19921000000,0.853,18.682,-1027000000,2548000000,2548000000,6933000000,2300000000,0.667,1.634,3996000000,1172000000,2824000000,3996000000,0,1219000000,0,0.013,0.7,3075000000,4294000000,0.191,4294000000,3075000000,2957000000,4.28,4.27,4.28,9832000000,9873500000.0,9832000000,30301385282,10,7.057,2960000000,5.624,1.0,15495000000,0.691,970000000,118000000,17421000000,18540000000.0,529000000,1524000000,1524000000,0,16063000000,8952000000,7111000000,28408385282,694000000,0,-1960000000,-615000000,-372000000,-2990000000,-303000000,324000000,3987000000,0,2300000000,2300000000,2300000000,0,0,0.103,12538000000,2957000000,1574000000,0.164,2.889,12.351,12.612,18374000000,0,53.98,1.267,1.267,1086000000,17945000000,22428000000,22428000000,0,0.087,0.233,0.166,0.137,0,8293000000,1.0,526276126,526276126,,42.616,24925000000,0,657000000,2364000000,47.361,-2978000000
186,LUV,MRT,2019-09-30,2019-09-30,2019-09-30,2020-02-05,-63000000,26467000000,26385750000.0,5650000000,20817000000,0.849,18.632,-1303000000,2488000000,2488000000,6999000000,2441000000,0.655,1.665,4381000000,969000000,3412000000,4381000000,0,1238000000,0,0.013,0.68,3232000000,4470000000,0.2,4470000000,3232000000,3108000000,4.48,4.46,4.48,9931000000,9878750000.0,9931000000,31110295330,10,6.96,2848000000,5.343,1.0,15402000000,0.688,970000000,124000000,18761000000,18907500000.0,528000000,1528000000,1528000000,0,16536000000,8629000000,7907000000,29031295330,384000000,0,-1912000000,-331000000,-372000000,-2652000000,-1115000000,193000000,4151000000,0,2441000000,2441000000,2441000000,0,0,0.109,12290000000,3112000000,1274000000,0.152,2.923,11.893,12.056,19194000000,0,54.01,1.296,1.285,867000000,17525000000,22401000000,22401000000,0,0.093,0.247,0.171,0.144,0,8036000000,1.0,537517040,533000000,534000000.0,42.028,25497000000,0,667000000,2643000000,47.837,-2979000000
187,LUV,MRT,2019-06-30,2019-06-30,2019-06-30,2020-02-05,30000000,26374000000,26489500000.0,5554000000,20820000000,0.843,18.339,-1382000000,2446000000,2446000000,7076000000,2397000000,0.645,1.653,4525000000,1004000000,3521000000,4525000000,0,1231000000,0,0.013,0.66,3202000000,4433000000,0.198,4433000000,3202000000,3075000000,4.32,4.31,4.32,9940000000,9934250000.0,9940000000,29916834505,9,6.749,2949000000,5.441,1.0,15261000000,0.683,970000000,127000000,18872000000,19070000000.0,510000000,1540000000,1540000000,0,16434000000,8611000000,7823000000,27576834505,332000000,0,-1912000000,-359000000,-367000000,-2639000000,-1360000000,30000000,4331000000,0,2397000000,2397000000,2397000000,0,0,0.107,12170000000,3091000000,1330000000,0.153,2.774,11.505,11.755,19157000000,0,50.78,1.235,1.232,777000000,16962000000,22337000000,22337000000,0,0.09,0.241,0.168,0.143,0,7946000000,1.0,543064878,542000000,542000000.0,41.212,25404000000,0,678000000,2497000000,46.871,-3057000000
188,LUV,MRT,2019-03-31,2019-03-31,2019-03-31,2020-02-05,96000000,26459000000,26512250000.0,5483000000,20976000000,0.836,17.77,-1673000000,2344000000,2344000000,7093000000,2389000000,0.629,1.702,4684000000,932000000,3752000000,4684000000,0,1221000000,0,0.012,0.64,3196000000,4417000000,0.199,4417000000,3196000000,3067000000,4.22,4.21,4.22,9791000000,9948500000.0,9791000000,30213078152,9,6.84,3323000000,6.031,1.0,15077000000,0.68,970000000,129000000,19106000000,19148250000.0,484000000,1517000000,1517000000,0,16668000000,8723000000,7945000000,28690078152,522000000,0,-1963000000,-359000000,-362000000,-2672000000,-1802000000,-104000000,4996000000,0,2389000000,2389000000,2389000000,0,0,0.108,11982000000,3095000000,1412000000,0.152,2.93,12.009,12.301,19281000000,0,51.91,1.294,1.29,784000000,16320000000,22170000000,22170000000,0,0.09,0.24,0.167,0.144,0,7805000000,1.0,552688849,551000000,552000000.0,40.236,25489000000,0,678000000,2480000000,46.26,-3240000000
189,LUV,MRT,2018-12-31,2018-12-31,2018-12-31,2020-02-05,20000000,26243000000,26273250000.0,5028000000,21215000000,0.836,17.195,-1922000000,1854000000,1854000000,7057000000,2465000000,0.636,1.663,3377000000,606000000,2771000000,3377000000,0,1201000000,0,0.013,0.605,3295000000,4496000000,0.205,4496000000,3295000000,3164000000,4.3,4.29,4.3,9853000000,9905500000.0,9853000000,27478010396,8,6.112,2971000000,5.185,1.0,14908000000,0.679,970000000,131000000,18891000000,19157000000.0,461000000,1835000000,1835000000,0,16390000000,7905000000,8485000000,26136010396,359000000,0,-1965000000,-342000000,-332000000,-2496000000,-2038000000,-67000000,4893000000,0,2465000000,2465000000,2465000000,0,0,0.112,11702000000,3206000000,1416000000,0.141,2.653,10.603,10.809,19525000000,0,46.48,1.19,1.213,568000000,15967000000,21965000000,21965000000,0,0.094,0.249,0.172,0.15,0,7649000000,1.0,562306592,573000000,574000000.0,38.333,25273000000,0,699000000,2427000000,44.106,-2877000000
190,LUV,MRT,2018-09-30,2018-09-30,2018-09-30,2020-02-05,412000000,26882000000,25990000000.0,5601000000,21281000000,0.828,17.844,-1904000000,2104000000,2104000000,6876000000,3558000000,0.714,1.648,3446000000,346000000,3100000000,3446000000,0,1149000000,0,0.009,0.57,3211000000,4360000000,0.203,4360000000,3211000000,3083000000,6.06,6.05,6.06,10153000000,9852500000.0,10153000000,37191048416,12,8.53,2563000000,4.504,1.0,14643000000,0.68,970000000,128000000,19411000000,19296750000.0,483000000,1716000000,1716000000,0,16729000000,7843000000,8886000000,35785048416,644000000,0,-1816000000,287000000,-332000000,-1717000000,-2106000000,-145000000,4467000000,0,3558000000,3558000000,3558000000,0,0,0.165,11517000000,3126000000,1224000000,0.094,3.525,10.058,10.305,19279000000,0,62.45,1.663,1.651,784000000,15402000000,21519000000,21519000000,0,0.137,0.361,0.166,0.149,0,7580000000,1.0,573019190,569000000,569000000.0,37.819,25912000000,0,-475000000,2553000000,45.54,-2242000000
191,LUV,MRT,2018-06-30,2018-06-30,2018-06-30,2020-02-05,298000000,26465000000,25331750000.0,5408000000,21057000000,0.839,17.296,-2088000000,2114000000,2114000000,6675000000,3471000000,0.701,1.647,3520000000,365000000,3155000000,3520000000,0,1150000000,0,0.011,0.535,3252000000,4402000000,0.207,4402000000,3252000000,3129000000,5.86,5.85,5.86,9997000000,9514250000.0,9997000000,31270388241,10,7.104,2104000000,3.64,1.0,14572000000,0.686,970000000,123000000,19185000000,18927250000.0,459000000,1572000000,1572000000,0,16468000000,7716000000,8752000000,29500388241,577000000,0,-1618000000,279000000,-316000000,-1493000000,-2122000000,37000000,4192000000,0,3471000000,3471000000,3471000000,0,0,0.163,11399000000,3173000000,1338000000,0.091,2.951,8.499,8.683,19066000000,0,50.88,1.388,1.384,765000000,14878000000,21247000000,21247000000,0,0.137,0.365,0.172,0.153,0,7459000000,1.0,579803228,578000000,579000000.0,36.76,25495000000,0,-342000000,2414000000,44.109,-2308000000
192,LUV,MRT,2018-03-31,2018-03-31,2018-03-31,2020-02-05,78000000,25503000000,24695750000.0,4801000000,20702000000,0.86,16.387,-2118000000,1822000000,1822000000,6462000000,3481000000,0.67,1.651,3592000000,365000000,3227000000,3592000000,0,1177000000,0,0.009,0.5,3451000000,4628000000,0.218,4628000000,3451000000,3334000000,5.82,5.81,5.82,9619000000,9147500000.0,9619000000,35850831733,10,7.747,1189000000,2.026,1.0,14774000000,0.696,970000000,117000000,19141000000,18484000000.0,430000000,1421000000,1421000000,0,15884000000,7162000000,8722000000,33677831733,-29000000,0,-1520000000,295000000,-299000000,-1324000000,-2012000000,207000000,3307000000,0,3481000000,3481000000,3481000000,0,0,0.164,11358000000,3416000000,1243000000,0.086,3.501,9.675,9.842,18773000000,0,57.28,1.586,1.583,680000000,14238000000,21236000000,21236000000,0,0.141,0.381,0.187,0.163,0,7395000000,1.0,587950973,587000000,588000000.0,36.177,24533000000,0,-147000000,2216000000,41.794,-2361000000
193,LUV,MRT,2017-12-31,2017-12-31,2017-12-31,2020-02-05,12000000,25110000000,24260750000.0,4815000000,20295000000,0.872,16.042,-2123000000,1495000000,1495000000,6369000000,3357000000,0.702,1.605,3668000000,348000000,3320000000,3668000000,0,1218000000,0,0.007,0.475,3379000000,4597000000,0.217,4597000000,3379000000,3265000000,5.58,5.57,5.58,9641000000,8793750000.0,9641000000,40456222347,12,8.801,1806000000,3.005,1.0,14777000000,0.699,970000000,114000000,19450000000,17836250000.0,420000000,1778000000,1778000000,0,15469000000,6863000000,8606000000,38837222347,-185000000,0,-1571000000,8000000,-274000000,-1706000000,-2408000000,-159000000,3929000000,0,3357000000,3357000000,3357000000,0,0,0.159,11370000000,3407000000,1320000000,0.085,4.028,11.569,11.729,18539000000,0,65.45,1.837,1.86,662000000,13832000000,21146000000,21146000000,0,0.138,0.382,0.189,0.16,0,7305000000,1.0,593387660,601000000,603000000.0,35.185,24140000000,0,-92000000,2119000000,40.166,-2048000000
194,LUV,MRT,2017-09-30,2017-09-30,2017-09-30,2020-02-05,-136000000,24249000000,23804750000.0,4280000000,19969000000,0.875,14.74,-2277000000,1460000000,1460000000,6211000000,2071000000,0.615,1.756,3079000000,316000000,2763000000,3079000000,0,1257000000,0,0.008,0.45,3354000000,4611000000,0.221,4611000000,3354000000,3241000000,3.41,3.41,3.41,8800000000,8493750000.0,8800000000,35065691036,10,7.605,1799000000,3.013,1.0,14616000000,0.702,970000000,113000000,17933000000,17268500000.0,438000000,1580000000,1580000000,0,15449000000,6965000000,8484000000,33507691036,-506000000,0,-1523000000,-439000000,-274000000,-2069000000,-2513000000,-84000000,4076000000,0,2071000000,2073000000,2073000000,0,0,0.1,11343000000,3273000000,1124000000,0.132,3.808,16.164,16.416,18156000000,-2000000,55.98,1.609,1.605,579000000,12806000000,20827000000,20827000000,0,0.087,0.244,0.194,0.161,0,7081000000,1.0,598565399,597000000,598000000.0,34.886,23279000000,0,1170000000,3697000000,38.993,-2685000000
195,LUV,MRT,2017-06-30,2017-06-30,2017-06-30,2020-02-05,-263000000,23921000000,23503750000.0,4343000000,19578000000,0.879,14.123,-2103000000,1537000000,1537000000,6149000000,1931000000,0.612,1.804,3095000000,307000000,2788000000,3095000000,0,1270000000,0,0.007,0.425,3143000000,4413000000,0.214,4413000000,3143000000,3027000000,3.16,3.15,3.16,8530000000,8305500000.0,8530000000,38788739122,12,8.79,1833000000,3.035,1.0,14514000000,0.702,970000000,116000000,17412000000,16682250000.0,365000000,1615000000,1615000000,0,15391000000,7097000000,8294000000,37573739122,-503000000,0,-1474000000,-401000000,-261000000,-1962000000,-2477000000,-211000000,3936000000,0,1931000000,1933000000,1933000000,0,0,0.094,11391000000,3123000000,1217000000,0.134,4.405,19.438,19.665,17679000000,-2000000,62.14,1.818,1.816,576000000,12378000000,20663000000,20663000000,0,0.082,0.233,0.188,0.152,0,7199000000,1.0,604662683,604000000,605000000.0,34.21,22951000000,0,1096000000,3540000000,37.998,-2754000000
196,LUV,MRT,2017-03-31,2017-03-31,2017-03-31,2020-02-05,-312000000,23763000000,23135250000.0,4658000000,19105000000,0.878,13.383,-2014000000,1851000000,1851000000,6093000000,2008000000,0.625,1.897,3066000000,285000000,2781000000,3066000000,0,1250000000,0,0.007,0.4,3287000000,4537000000,0.223,4537000000,3287000000,3166000000,3.23,3.2,3.23,8204000000,8128250000.0,8204000000,34783083210,11,7.667,2288000000,3.732,1.0,14223000000,0.7,970000000,121000000,16550000000,16068750000.0,356000000,1631000000,1631000000,0,15559000000,7458000000,8101000000,33076083210,-537000000,0,-1775000000,-390000000,-248000000,-2272000000,-2567000000,-407000000,4302000000,0,2008000000,2010000000,2010000000,0,0,0.099,11039000000,3184000000,1214000000,0.124,4.032,16.456,16.644,17286000000,-2000000,53.76,1.628,1.622,585000000,11708000000,20316000000,20316000000,0,0.087,0.247,0.205,0.162,0,6975000000,1.0,615254524,613000000,614000000.0,33.142,22793000000,0,1158000000,3442000000,37.183,-2800000000
197,LUV,MRT,2016-12-31,2016-12-31,2016-12-31,2020-02-05,-323000000,23286000000,22754750000.0,4498000000,18788000000,0.892,13.463,-2038000000,1680000000,1680000000,6057000000,2183000000,0.657,1.759,3387000000,566000000,2821000000,3387000000,0,1221000000,0,0.008,0.375,3572000000,4793000000,0.236,4793000000,3572000000,3450000000,3.48,3.45,3.48,8441000000,7951250000.0,8441000000,32010391262,9,6.679,2255000000,3.596,1.0,14232000000,0.701,970000000,122000000,17179000000,15415750000.0,337000000,1625000000,1625000000,0,14845000000,6844000000,8001000000,30681391262,97000000,0,-1721000000,-76000000,-222000000,-1924000000,-2272000000,-125000000,4293000000,0,2183000000,2185000000,2185000000,0,0,0.108,10710000000,3522000000,1178000000,0.108,3.635,14.042,14.322,17044000000,-2000000,49.84,1.512,1.54,546000000,11418000000,20289000000,20289000000,0,0.096,0.275,0.232,0.176,0,6786000000,1.0,615597738,627000000,633000000.0,32.359,22316000000,0,1267000000,3374000000,35.592,-2346000000
198,LUV,MRT,2016-09-30,2016-09-30,2016-09-30,2020-02-05,-499000000,23045000000,22261250000.0,4839000000,18206000000,0.913,13.021,-2174000000,1966000000,1966000000,6000000000,2257000000,0.619,1.864,3295000000,972000000,2323000000,3295000000,0,1168000000,0,0.009,0.35,3707000000,4875000000,0.24,4875000000,3707000000,3585000000,3.56,3.51,3.56,8047000000,7680500000.0,8047000000,25434848225,7,5.217,1734000000,2.806,1.0,14326000000,0.705,970000000,122000000,15588000000,14753750000.0,331000000,1480000000,1480000000,0,14998000000,7816000000,7182000000,24120848225,226000000,0,-1411000000,285000000,-221000000,-1303000000,-2379000000,-112000000,3908000000,0,2257000000,2257000000,2257000000,0,0,0.111,10385000000,3941000000,1021000000,0.098,2.997,10.687,10.924,16546000000,0,38.89,1.187,1.182,848000000,10957000000,20326000000,20326000000,0,0.101,0.294,0.251,0.182,0,6745000000,1.0,620232662,618000000,,32.89,22075000000,0,1328000000,3209000000,35.72,-2977000000
199,LUV,MRT,2016-06-30,2016-06-30,2016-06-30,2020-02-05,-628000000,22447000000,21789750000.0,4469000000,17978000000,0.941,12.375,-1940000000,2040000000,2040000000,5996000000,2453000000,0.571,1.87,3354000000,963000000,2391000000,3354000000,0,1111000000,0,0.008,0.325,4022000000,5133000000,0.25,5133000000,4022000000,3900000000,3.82,3.77,3.82,7821000000,7410750000.0,7821000000,25962909546,6,5.058,1948000000,3.082,1.0,14509000000,0.708,970000000,122000000,14958000000,14365000000.0,328000000,1375000000,1375000000,0,14626000000,7833000000,6793000000,25042909546,268000000,0,-1658000000,274000000,-208000000,-1566000000,-2054000000,-17000000,3888000000,0,2453000000,2453000000,2453000000,0,0,0.12,10038000000,4471000000,1247000000,0.085,3.202,10.209,10.264,16294000000,0,39.21,1.221,1.209,524000000,10631000000,20505000000,20505000000,0,0.113,0.331,0.28,0.196,0,6535000000,1.0,638686803,632000000,,32.445,21477000000,0,1447000000,2818000000,33.983,-3364000000
200,LUV,MRT,2016-03-31,2016-03-31,2016-03-31,2020-02-05,-894000000,22241000000,21446750000.0,4574000000,17667000000,0.943,11.694,-1906000000,2388000000,2388000000,6048000000,2241000000,0.554,1.967,3308000000,953000000,2355000000,3308000000,0,1062000000,0,0.007,0.3,3692000000,4754000000,0.235,4754000000,3692000000,3573000000,3.43,3.39,3.43,7496000000,7245000000.0,7496000000,30180537434,8,6.348,1497000000,2.335,1.0,14184000000,0.701,970000000,119000000,13938000000,14161500000.0,289000000,1194000000,1194000000,0,14745000000,8253000000,6492000000,28585537434,363000000,0,-1336000000,282000000,-195000000,-1253000000,-1787000000,217000000,3403000000,0,2241000000,2241000000,2241000000,0,0,0.111,9904000000,4280000000,1153000000,0.087,3.813,12.756,13.061,15964000000,0,44.8,1.413,1.419,511000000,9872000000,20232000000,20232000000,0,0.104,0.309,0.261,0.182,0,6503000000,1.0,638070032,641000000,,31.563,21271000000,0,1332000000,2609000000,33.184,-3679000000
201,LUV,MRT,2015-12-31,2015-12-31,2015-12-31,2020-02-05,-1051000000,21312000000,21177250000.0,4024000000,17288000000,0.936,11.314,-2041000000,1583000000,1583000000,6025000000,2181000000,0.543,1.896,3178000000,637000000,2541000000,3178000000,0,1015000000,0,0.007,0.285,3600000000,4615000000,0.233,4615000000,3600000000,3479000000,3.3,3.27,3.3,7358000000,7096500000.0,7358000000,28932290951,8,6.269,1197000000,1.841,1.0,13795000000,0.696,970000000,121000000,14531000000,14165000000.0,311000000,1468000000,1468000000,0,13954000000,7406000000,6548000000,28004290951,301000000,0,-1134000000,287000000,-180000000,-1024000000,-1913000000,237000000,3238000000,0,2181000000,2181000000,2181000000,0,0,0.11,9679000000,4116000000,1188000000,0.086,3.806,12.84,13.048,15601000000,0,43.06,1.413,1.413,474000000,9409000000,19820000000,19820000000,0,0.103,0.307,0.254,0.182,0,6383000000,1.0,650355108,650355108,,30.476,20342000000,0,1298000000,2490000000,31.278,-3382000000
202,LUV,MRT,2015-09-30,2015-09-30,2015-09-30,2020-02-05,-903000000,21159000000,20780000000.0,4573000000,16586000000,0.937,10.638,-1697000000,1740000000,1740000000,6354000000,1835000000,0.646,2.037,2668000000,287000000,2381000000,2668000000,0,1003000000,0,0.007,0.27,3059000000,4062000000,0.209,4062000000,3059000000,2934000000,2.75,2.72,2.75,6968000000,6950750000.0,6968000000,25996884932,8,6.4,1422000000,2.171,1.0,13117000000,0.674,970000000,125000000,14033000000,14092250000.0,308000000,1356000000,1356000000,0,14191000000,7084000000,7107000000,25081884932,-92000000,0,-1336000000,-264000000,-181000000,-1775000000,-1436000000,370000000,3119000000,0,1835000000,1835000000,1835000000,0,0,0.094,9407000000,3710000000,1235000000,0.098,3.6,13.669,13.833,14929000000,0,38.04,1.288,1.28,465000000,8922000000,19471000000,19471000000,0,0.088,0.264,0.217,0.157,0,6115000000,1.0,659355545,655000000,,29.727,20189000000,465000000,1099000000,3111000000,30.823,-2511000000
